row_id,order_id,order_date_id,ship_date_id,product_id,customer_id,postalcode,shipmode_id,sales,quantity
2590,CA-2017-137729,2017-05-05,2017-05-09,TEC-PH-10001433,BF-11005,90004,4,246.168,4
2591,US-2017-115455,2017-09-08,2017-09-14,FUR-FU-10004671,SE-20110,60090,4,14.136,1
2592,US-2017-115455,2017-09-08,2017-09-14,FUR-TA-10003569,SE-20110,60090,4,601.47,2
2593,CA-2018-128300,2018-11-24,2018-11-26,TEC-PH-10002807,RS-19765,29483,3,79.1,1
2594,CA-2018-128300,2018-11-24,2018-11-26,OFF-BI-10001597,RS-19765,29483,3,327.84,14
2595,CA-2018-149048,2018-05-13,2018-05-17,OFF-EN-10003296,BM-11650,47201,4,180.96,1
2596,CA-2018-149048,2018-05-13,2018-05-17,OFF-BI-10004632,BM-11650,47201,4,914.97,45
2597,CA-2018-149048,2018-05-13,2018-05-17,TEC-PH-10002310,BM-11650,47201,4,587.97,10
2598,CA-2018-149048,2018-05-13,2018-05-17,OFF-ST-10000078,BM-11650,47201,4,530.34,2
2599,CA-2018-149048,2018-05-13,2018-05-17,OFF-PA-10001752,BM-11650,47201,4,14.94,2
2600,CA-2018-108553,2018-04-23,2018-04-29,OFF-AP-10000026,SK-19990,10024,4,121.94,2
2601,CA-2018-108553,2018-04-23,2018-04-29,OFF-SU-10002573,SK-19990,10024,4,122.71,5
2602,CA-2017-165848,2017-06-04,2017-06-04,OFF-PA-10000349,EN-13780,10035,2,14.94,2
2603,CA-2017-165848,2017-06-04,2017-06-04,TEC-MA-10003356,EN-13780,10035,2,1349.85,5
2604,CA-2017-165848,2017-06-04,2017-06-04,FUR-BO-10000362,EN-13780,10035,2,136.784,1
2605,CA-2017-165848,2017-06-04,2017-06-04,FUR-FU-10003878,EN-13780,10035,2,61.12,2
2606,CA-2015-112718,2015-12-16,2015-12-21,OFF-BI-10000591,KN-16450,32216,4,1.167,1
2607,CA-2017-154053,2017-03-04,2017-03-10,OFF-AR-10003727,MG-17890,92024,4,16.99,1
2608,CA-2015-127446,2015-11-25,2015-11-30,TEC-AC-10001635,MC-17590,76017,4,24.672,1
2609,CA-2015-127446,2015-11-25,2015-11-30,OFF-LA-10001317,MC-17590,76017,4,2.52,1
2610,CA-2015-127446,2015-11-25,2015-11-30,FUR-TA-10000577,MC-17590,76017,4,1218.735,7
2611,CA-2015-127446,2015-11-25,2015-11-30,OFF-LA-10000248,MC-17590,76017,4,5.904,1
2612,CA-2015-127446,2015-11-25,2015-11-30,OFF-PA-10000955,MC-17590,76017,4,15.696,3
2613,CA-2015-127446,2015-11-25,2015-11-30,FUR-FU-10000221,MC-17590,76017,4,6.096,1
2614,CA-2017-137204,2017-04-28,2017-05-05,FUR-CH-10002304,BO-11350,90045,4,41.568,1
2615,CA-2015-147298,2015-04-26,2015-05-03,FUR-CH-10004886,AG-10300,90049,4,230.28,1
2616,CA-2015-147298,2015-04-26,2015-05-03,OFF-BI-10001525,AG-10300,90049,4,18.288,12
2617,CA-2018-147942,2018-04-01,2018-04-05,OFF-LA-10003663,MS-17365,94110,4,5.78,1
2618,CA-2018-147942,2018-04-01,2018-04-05,OFF-BI-10001294,MS-17365,94110,4,121.68,14
2619,CA-2018-115931,2018-12-22,2018-12-26,OFF-AR-10000369,JM-15655,88220,4,4.17,2
2620,CA-2018-115931,2018-12-22,2018-12-26,TEC-PH-10001300,JM-15655,88220,4,67.04,2
2621,CA-2018-115931,2018-12-22,2018-12-26,OFF-ST-10000876,JM-15655,88220,4,37.32,4
2622,CA-2018-115931,2018-12-22,2018-12-26,OFF-LA-10001404,JM-15655,88220,4,18.45,5
2623,CA-2015-164861,2015-12-03,2015-12-06,OFF-PA-10001972,MC-17635,63116,3,25.92,4
2624,CA-2018-127180,2018-10-22,2018-10-24,TEC-CO-10004722,TA-21385,10024,1,11199.968,2
2625,CA-2018-127180,2018-10-22,2018-10-24,TEC-PH-10001494,TA-21385,10024,1,2399.6,5
2626,CA-2018-127180,2018-10-22,2018-10-24,OFF-EN-10002500,TA-21385,10024,1,63.9,5
2627,CA-2018-127180,2018-10-22,2018-10-24,TEC-PH-10003800,TA-21385,10024,1,52.99,1
2628,US-2018-165344,2018-11-13,2018-11-15,TEC-AC-10002399,SB-20290,45503,1,60.864,4
2629,US-2018-165344,2018-11-13,2018-11-15,TEC-MA-10002210,SB-20290,45503,1,652.995,2
2630,US-2018-165344,2018-11-13,2018-11-15,OFF-BI-10003196,SB-20290,45503,1,11.22,4
2631,CA-2016-168186,2016-09-10,2016-09-15,OFF-PA-10000477,AB-10150,74133,4,14.94,2
2632,US-2018-110604,2018-05-15,2018-05-20,FUR-FU-10000076,JF-15295,98103,4,39.96,2
2633,US-2018-110604,2018-05-15,2018-05-20,FUR-CH-10002017,JF-15295,98103,4,42.624,2
2634,US-2018-110604,2018-05-15,2018-05-20,FUR-CH-10004287,JF-15295,98103,4,220.96,1
2635,CA-2016-116750,2016-07-05,2016-07-10,FUR-FU-10003829,BF-10975,28314,3,4.928,1
2636,CA-2016-116750,2016-07-05,2016-07-10,OFF-BI-10004728,BF-10975,28314,3,7.23,3
2637,CA-2016-162369,2016-08-15,2016-08-19,OFF-ST-10000046,TT-21265,90045,4,323.1,2
2638,CA-2018-108441,2018-06-12,2018-06-18,OFF-PA-10000697,SB-20170,10035,4,19.04,2
2639,CA-2018-108441,2018-06-12,2018-06-18,OFF-BI-10000848,SB-20170,10035,4,13.128,8
2640,CA-2018-108441,2018-06-12,2018-06-18,OFF-AR-10004691,SB-20170,10035,4,64.14,2
2641,CA-2018-108441,2018-06-12,2018-06-18,FUR-CH-10000595,SB-20170,10035,4,858.24,5
2642,CA-2016-169740,2016-02-20,2016-02-25,TEC-AC-10000927,LM-17065,71901,4,29.99,1
2643,CA-2017-124051,2017-12-29,2017-12-30,OFF-PA-10001289,KA-16525,60505,1,186.048,3
2644,CA-2017-149111,2017-04-17,2017-04-21,TEC-PH-10003092,BF-11170,27604,3,36.792,1
2645,CA-2017-149111,2017-04-17,2017-04-21,FUR-FU-10000206,BF-11170,27604,3,18.624,8
2646,CA-2015-131002,2015-09-07,2015-09-12,FUR-FU-10004270,TB-21400,74133,3,57.69,14
2647,CA-2015-131002,2015-09-07,2015-09-12,OFF-BI-10000948,TB-21400,74133,3,42.81,4
2648,CA-2015-131002,2015-09-07,2015-09-12,OFF-PA-10000223,TB-21400,74133,3,12.96,3
2649,CA-2015-131002,2015-09-07,2015-09-12,FUR-FU-10004665,TB-21400,74133,3,821.88,3
2650,CA-2015-131002,2015-09-07,2015-09-12,TEC-PH-10000215,TB-21400,74133,3,104.85,2
2651,US-2017-146794,2017-09-26,2017-10-01,FUR-BO-10004467,SH-19975,92345,4,424.9575,7
2652,CA-2018-112515,2018-09-17,2018-09-21,OFF-BI-10000829,AS-10225,84604,3,10.776,1
2653,CA-2018-112515,2018-09-17,2018-09-21,OFF-BI-10003712,AS-10225,84604,3,11.784,4
2654,CA-2018-112515,2018-09-17,2018-09-21,OFF-PA-10000062,AS-10225,84604,3,164.88,3
2655,CA-2018-112515,2018-09-17,2018-09-21,FUR-BO-10003404,AS-10225,84604,3,1292.94,1
2656,CA-2018-112515,2018-09-17,2018-09-21,OFF-BI-10004233,AS-10225,84604,3,25.584,1
2657,CA-2018-112515,2018-09-17,2018-09-21,OFF-ST-10001272,AS-10225,84604,3,261.74,3
2658,CA-2018-112515,2018-09-17,2018-09-21,OFF-LA-10001175,AS-10225,84604,3,14.4,4
2659,CA-2017-150343,2017-08-16,2017-08-20,OFF-EN-10004030,PK-19075,94110,4,10.86,4
2660,CA-2016-135538,2016-12-24,2016-12-28,FUR-CH-10004287,HR-14830,85234,4,883.84,4
2661,CA-2018-123372,2018-11-28,2018-12-02,TEC-PH-10002834,DG-13300,10035,4,1979.89,7
2662,CA-2018-123372,2018-11-28,2018-12-02,OFF-EN-10003055,DG-13300,10035,4,79.96,1
2663,CA-2018-159604,2018-04-14,2018-04-15,OFF-BI-10003460,CL-12700,65807,1,8.76,10
2664,CA-2017-164784,2017-05-01,2017-05-04,OFF-LA-10001569,HF-14995,38109,1,3.984,1
2665,CA-2017-164784,2017-05-01,2017-05-04,FUR-TA-10004534,HF-14995,38109,1,370.62,1
2666,CA-2017-164784,2017-05-01,2017-05-04,OFF-BI-10002954,HF-14995,38109,1,2.742,1
2667,CA-2017-111794,2017-10-01,2017-10-01,TEC-AC-10003832,HG-15025,79109,2,79.512,2
2668,CA-2017-111794,2017-10-01,2017-10-01,OFF-PA-10000474,HG-15025,79109,2,28.352,1
2669,US-2016-139759,2016-08-25,2016-08-30,FUR-CH-10002774,NL-18310,90045,4,40.784,1
2670,US-2016-139759,2016-08-25,2016-08-30,OFF-AP-10002765,NL-18310,90045,4,105.96,4
2671,CA-2015-126403,2015-09-09,2015-09-12,OFF-PA-10001144,RR-19525,01852,3,166.44,2
2672,CA-2015-126403,2015-09-09,2015-09-12,FUR-CH-10003761,RR-19525,01852,3,785.88,5
2673,CA-2015-126403,2015-09-09,2015-09-12,OFF-PA-10004665,RR-19525,01852,3,26.2,3
2674,CA-2015-126403,2015-09-09,2015-09-12,OFF-ST-10000078,RR-19525,01852,3,1325.85,5
2675,CA-2018-136875,2018-12-03,2018-12-03,OFF-PA-10000357,TC-21295,92024,2,166.44,6
2676,CA-2018-132185,2018-11-27,2018-12-02,OFF-AR-10000422,DB-13615,28806,4,8.76,5
2677,CA-2018-132185,2018-11-27,2018-12-02,OFF-AP-10001205,DB-13615,28806,4,43.584,1
2678,US-2015-160780,2015-06-21,2015-06-21,OFF-BI-10001116,SV-20785,81001,2,11.088,4
2679,US-2015-160780,2015-06-21,2015-06-21,OFF-BI-10002931,SV-20785,81001,2,25.164,1
2680,CA-2018-127026,2018-01-21,2018-01-27,OFF-BI-10000546,MH-18115,49201,4,14.4,9
2681,CA-2018-127026,2018-01-21,2018-01-27,TEC-AC-10002049,MH-18115,49201,4,619.95,3
2682,CA-2018-127026,2018-01-21,2018-01-27,OFF-BI-10001196,MH-18115,49201,4,89.52,10
2683,CA-2018-127026,2018-01-21,2018-01-27,TEC-MA-10002981,MH-18115,49201,4,350.973,1
2684,CA-2018-127026,2018-01-21,2018-01-27,TEC-PH-10003601,MH-18115,49201,4,164.99,1
2685,CA-2018-137085,2018-06-29,2018-07-06,OFF-BI-10000632,CT-11995,90004,4,312.552,36
2686,CA-2017-133123,2017-09-06,2017-09-11,OFF-EN-10003055,KB-16315,27360,4,95.952,2
2687,CA-2017-133123,2017-09-06,2017-09-11,OFF-BI-10001031,KB-16315,27360,4,3.204,1
2688,US-2017-128195,2017-08-04,2017-08-05,OFF-BI-10002003,RA-19285,61604,1,3.98,1
2689,CA-2016-153220,2016-11-12,2016-11-14,OFF-PA-10003016,YC-21895,90032,1,15.7,2
2690,CA-2015-123064,2015-06-30,2015-07-02,OFF-AR-10004582,RA-19915,60653,1,5.248,4
2691,CA-2018-156412,2018-12-04,2018-12-08,OFF-BI-10004364,CM-12160,19134,4,5.346,2
2692,US-2017-144211,2017-08-28,2017-09-02,OFF-PA-10002246,CS-12130,80112,4,15.48,2
2693,US-2017-144211,2017-08-28,2017-09-02,TEC-PH-10002890,CS-12130,80112,4,108.576,3
2694,CA-2017-138079,2017-01-22,2017-01-28,FUR-FU-10001475,AJ-10795,98115,4,109.9,13
2695,CA-2015-143182,2015-10-15,2015-10-20,FUR-FU-10004270,DL-12865,33012,4,15.384,4
2696,CA-2017-161662,2017-02-07,2017-02-09,OFF-PA-10003465,BE-11410,43130,1,30.352,1
2697,CA-2015-145317,2015-03-18,2015-03-23,TEC-MA-10003626,SM-20320,32216,4,821.3,2
2698,CA-2015-145317,2015-03-18,2015-03-23,TEC-MA-10002412,SM-20320,32216,4,22638.48,1
2699,CA-2015-145317,2015-03-18,2015-03-23,OFF-PA-10001804,SM-20320,32216,4,21.376,4
2700,CA-2015-145317,2015-03-18,2015-03-23,OFF-AR-10003183,SM-20320,32216,4,8.016,3
2701,CA-2015-145317,2015-03-18,2015-03-23,FUR-FU-10004270,SM-20320,32216,4,30.768,8
2702,CA-2015-145317,2015-03-18,2015-03-23,OFF-FA-10003112,SM-20320,32216,4,18.936,3
2703,CA-2015-145317,2015-03-18,2015-03-23,FUR-FU-10001986,SM-20320,32216,4,122.352,3
2704,CA-2015-143413,2015-05-24,2015-05-30,OFF-PA-10002319,RP-19390,21215,4,116.28,4
2705,CA-2018-156818,2018-07-11,2018-07-13,TEC-AC-10002323,JD-16015,10009,3,132.6,4
2706,CA-2018-155873,2018-06-16,2018-06-21,OFF-SU-10001165,AB-10255,88220,4,16.68,3
2707,CA-2018-155873,2018-06-16,2018-06-21,OFF-PA-10001246,AB-10255,88220,4,19.44,1
2708,CA-2018-155873,2018-06-16,2018-06-21,OFF-PA-10001815,AB-10255,88220,4,192.16,2
2709,CA-2016-121797,2016-01-30,2016-02-06,FUR-FU-10001876,CC-12145,90049,4,227.36,5
2710,CA-2016-121797,2016-01-30,2016-02-06,TEC-MA-10000488,CC-12145,90049,4,1919.976,2
2711,US-2016-120572,2016-12-11,2016-12-15,OFF-BI-10001098,GH-14425,32216,4,12.828,3
2712,CA-2018-132430,2018-10-09,2018-10-11,FUR-FU-10003577,CP-12085,44107,1,45.888,2
2713,CA-2018-146031,2018-07-29,2018-08-01,OFF-AR-10002656,GM-14440,12180,3,60.12,6
2714,CA-2015-110100,2015-04-25,2015-04-29,TEC-PH-10004531,LC-16885,28403,4,302.376,14
2715,CA-2016-103723,2016-12-01,2016-12-06,OFF-AR-10003251,BT-11305,98105,4,13.9,7
2716,CA-2015-127187,2015-12-04,2015-12-08,TEC-PH-10000673,CP-12085,10024,4,129.98,1
2717,CA-2018-128475,2018-08-26,2018-09-01,TEC-AC-10000158,SC-20680,31907,4,71.98,2
2718,CA-2015-100006,2015-09-07,2015-09-13,TEC-PH-10002075,DK-13375,10024,4,377.97,1
2719,CA-2018-144827,2018-12-21,2018-12-27,OFF-ST-10004340,SE-20110,92627,4,124.36,2
2720,CA-2015-110030,2015-12-06,2015-12-08,FUR-FU-10002759,LF-17185,77095,3,23.976,1
2721,CA-2015-121286,2015-11-04,2015-11-08,OFF-FA-10000585,ON-18715,27511,3,8.376,2
2722,CA-2015-121286,2015-11-04,2015-11-08,OFF-AP-10004859,ON-18715,27511,3,58.24,5
2723,CA-2017-164735,2017-04-14,2017-04-19,OFF-ST-10001558,TB-21400,22304,3,81.2,7
2724,CA-2015-153479,2015-10-04,2015-10-08,OFF-LA-10004689,DF-13135,94591,4,14.45,2
2725,CA-2015-153479,2015-10-04,2015-10-08,OFF-BI-10002867,DF-13135,94591,4,95.648,4
2726,CA-2018-149888,2018-11-07,2018-11-13,TEC-PH-10003811,EP-13915,19120,4,359.97,4
2727,CA-2018-149888,2018-11-07,2018-11-13,FUR-TA-10000849,EP-13915,19120,4,350.352,3
2728,CA-2018-119193,2018-12-22,2018-12-24,OFF-BI-10000848,SK-19990,43615,1,1.641,1
2729,CA-2018-119193,2018-12-22,2018-12-24,TEC-PH-10003072,SK-19990,43615,1,629.958,3
2730,CA-2018-104801,2018-02-13,2018-02-19,OFF-AR-10001547,FH-14350,98105,4,6.63,3
2731,CA-2018-104801,2018-02-13,2018-02-19,TEC-AC-10001838,FH-14350,98105,4,799.96,4
2732,CA-2018-104801,2018-02-13,2018-02-19,FUR-FU-10004017,FH-14350,98105,4,107.53,2
2733,CA-2015-107594,2015-07-02,2015-07-06,TEC-PH-10002923,EH-13945,07060,4,73.98,3
2734,CA-2015-107594,2015-07-02,2015-07-06,OFF-AR-10000716,EH-13945,07060,4,5.58,1
2735,CA-2016-129770,2016-02-21,2016-02-23,OFF-PA-10000249,JE-15715,88001,3,49.12,3
2736,CA-2016-115798,2016-11-13,2016-11-19,TEC-PH-10003691,KL-16645,19711,4,377.97,4
2737,CA-2016-115798,2016-11-13,2016-11-19,OFF-PA-10001560,KL-16645,19711,4,42.28,9
2738,CA-2016-115798,2016-11-13,2016-11-19,FUR-BO-10004467,KL-16645,19711,4,299.97,5
2739,CA-2016-115798,2016-11-13,2016-11-19,TEC-PH-10001819,KL-16645,19711,4,89.98,2
2740,CA-2018-122707,2018-04-16,2018-04-18,OFF-SU-10000157,EB-13750,35244,1,477.24,3
2741,CA-2018-122707,2018-04-16,2018-04-18,TEC-AC-10004227,EB-13750,35244,1,25.98,2
2742,CA-2017-165015,2017-02-25,2017-02-27,OFF-EN-10003134,BD-11725,43055,3,46.72,5
2743,CA-2015-149244,2015-11-04,2015-11-08,FUR-FU-10004671,MS-17530,92037,4,35.34,3
2744,CA-2016-140144,2016-06-20,2016-06-25,FUR-FU-10002253,SC-20770,94122,3,257.64,4
2745,CA-2016-140144,2016-06-20,2016-06-25,TEC-PH-10002726,SC-20770,94122,3,125.976,2
2746,CA-2018-163321,2018-08-07,2018-08-11,TEC-AC-10004571,FM-14380,28540,3,79.992,1
2747,CA-2015-155887,2015-05-12,2015-05-17,FUR-TA-10002228,KT-16480,02038,4,700.056,2
2748,US-2016-165449,2016-11-22,2016-11-26,TEC-AC-10004127,AP-10720,75034,4,27.168,1
2749,CA-2016-110247,2016-12-04,2016-12-08,OFF-BI-10001553,RH-19555,32303,4,8.226,2
2750,US-2015-141257,2015-06-08,2015-06-14,FUR-CH-10002758,CS-11950,98115,4,585.552,1
2751,CA-2015-154669,2015-08-08,2015-08-11,OFF-ST-10000532,TM-21010,95687,3,423.28,7
2752,CA-2015-158029,2015-05-26,2015-05-30,FUR-CH-10000988,HF-14995,90008,4,225.296,2
2753,CA-2016-155306,2016-04-17,2016-04-21,OFF-AR-10003251,GA-14515,94122,4,5.56,3
2754,CA-2016-155306,2016-04-17,2016-04-21,TEC-AC-10003174,GA-14515,94122,4,323.37,2
2755,CA-2016-155306,2016-04-17,2016-04-21,TEC-PH-10002310,GA-14515,94122,4,783.96,14
2756,CA-2016-155306,2016-04-17,2016-04-21,OFF-AP-10002651,GA-14515,94122,4,1447.65,4
2757,CA-2016-155306,2016-04-17,2016-04-21,OFF-PA-10001184,GA-14515,94122,4,11.96,1
2758,CA-2017-127775,2017-06-11,2017-06-13,TEC-AC-10002402,ES-14020,10035,3,239.97,2
2759,CA-2017-146171,2017-03-11,2017-03-15,FUR-FU-10004270,JP-16135,31907,4,76.92,19
2760,CA-2017-146171,2017-03-11,2017-03-15,OFF-ST-10001526,JP-16135,31907,4,481.32,4
2761,CA-2015-129574,2015-05-26,2015-05-29,OFF-PA-10002893,Dp-13240,84107,1,48.4,5
2762,CA-2018-126536,2018-10-12,2018-10-14,TEC-AC-10003709,NK-18490,94110,1,0.99,1
2763,CA-2018-126536,2018-10-12,2018-10-14,OFF-BI-10001191,NK-18490,94110,1,101.84,6
2764,CA-2018-165757,2018-06-22,2018-06-28,OFF-BI-10003166,PL-18925,19140,4,10.332,4
2765,CA-2018-165757,2018-06-22,2018-06-28,OFF-BI-10003982,PL-18925,19140,4,31.155,3
2766,CA-2018-165757,2018-06-22,2018-06-28,OFF-ST-10004835,PL-18925,19140,4,8.928,2
2767,CA-2018-167752,2018-01-15,2018-01-18,OFF-AP-10000159,RW-19690,19134,1,34.384,1
2768,CA-2018-167752,2018-01-15,2018-01-18,OFF-AP-10002945,RW-19690,19134,1,1924.16,4
2769,US-2016-122140,2016-04-02,2016-04-07,OFF-AP-10001242,MO-17950,75220,4,32.192,1
2770,US-2016-122140,2016-04-02,2016-04-07,TEC-AC-10003038,MO-17950,75220,4,50.12,7
2771,US-2016-122140,2016-04-02,2016-04-07,TEC-AC-10003289,MO-17950,75220,4,47.976,2
2772,CA-2017-163986,2017-09-03,2017-09-10,OFF-ST-10000918,JJ-15445,53186,4,54.5,7
2773,CA-2018-158967,2018-12-10,2018-12-12,FUR-FU-10001940,BT-11680,33311,1,19.104,3
2774,CA-2017-131576,2017-11-22,2017-11-26,OFF-BI-10002852,RD-19585,48205,4,49.44,5
2775,CA-2018-143455,2018-11-11,2018-11-18,OFF-PA-10004451,ML-17755,45503,4,10.368,1
2776,CA-2017-144729,2017-10-21,2017-10-25,OFF-ST-10004804,JE-15745,92037,4,154.44,2
2777,CA-2016-127019,2016-12-21,2016-12-25,OFF-AP-10003971,ER-13855,80906,4,60.984,14
2778,CA-2016-138534,2016-07-17,2016-07-19,FUR-BO-10003159,JM-15535,93309,3,195.466,2
2779,CA-2018-108322,2018-04-30,2018-05-05,FUR-FU-10001935,SS-20140,33068,4,23.68,8
2780,CA-2018-108322,2018-04-30,2018-05-05,TEC-AC-10003433,SS-20140,33068,4,2.376,2
2781,CA-2018-167668,2018-05-06,2018-05-08,OFF-LA-10004544,TC-21295,10035,1,59.2,3
2782,CA-2018-146724,2018-11-20,2018-11-27,OFF-AR-10001026,HG-15025,55044,4,22.0,10
2783,CA-2017-139878,2017-11-11,2017-11-16,TEC-PH-10001336,LD-17005,48234,4,257.98,3
2784,US-2017-106677,2017-11-05,2017-11-10,TEC-PH-10003187,AS-10285,19134,4,23.988,1
2785,CA-2017-116974,2017-10-09,2017-10-15,TEC-PH-10004897,MP-17965,45373,4,23.976,1
2786,CA-2016-149972,2016-09-21,2016-09-23,FUR-CH-10004997,CD-12790,90036,1,601.536,2
2787,CA-2016-149972,2016-09-21,2016-09-23,OFF-FA-10002763,CD-12790,90036,1,7.9,1
2788,US-2015-117744,2015-12-02,2015-12-06,FUR-FU-10001588,MD-17860,78415,4,58.36,1
2789,US-2015-117744,2015-12-02,2015-12-06,OFF-AR-10000940,MD-17860,78415,4,16.464,6
2790,US-2015-117744,2015-12-02,2015-12-06,FUR-FU-10002759,MD-17860,78415,4,39.96,2
2791,CA-2015-125514,2015-09-21,2015-09-22,OFF-AP-10000358,BM-11650,68104,1,25.96,2
2792,CA-2015-125514,2015-09-21,2015-09-22,OFF-AP-10003281,BM-11650,68104,1,36.27,8
2793,CA-2015-125514,2015-09-21,2015-09-22,OFF-PA-10000029,BM-11650,68104,1,6.48,1
2794,CA-2015-154599,2015-04-12,2015-04-17,TEC-PH-10001557,KN-16450,90278,4,1075.088,7
2795,CA-2015-154599,2015-04-12,2015-04-17,TEC-PH-10000576,KN-16450,90278,4,438.368,4
2796,CA-2015-154599,2015-04-12,2015-04-17,OFF-BI-10002764,KN-16450,90278,4,18.088,10
2797,CA-2015-154599,2015-04-12,2015-04-17,FUR-BO-10001337,KN-16450,90278,4,308.499,4
2798,CA-2018-158743,2018-10-20,2018-10-27,OFF-AR-10002257,IG-15085,72209,4,13.36,5
2799,CA-2018-158743,2018-10-20,2018-10-27,OFF-PA-10001019,IG-15085,72209,4,39.96,2
2800,CA-2018-158743,2018-10-20,2018-10-27,OFF-BI-10003364,IG-15085,72209,4,145.85,4
2801,CA-2017-153318,2017-10-25,2017-10-28,TEC-PH-10000984,JS-15595,33180,1,783.96,2
2802,US-2016-110163,2016-11-01,2016-11-04,OFF-AR-10001683,GA-14725,97301,1,7.88,1
2803,CA-2018-143329,2018-11-03,2018-11-08,FUR-FU-10000629,DL-13330,88001,4,41.37,4
2804,CA-2016-159380,2016-05-12,2016-05-16,OFF-PA-10003893,CS-12505,94122,4,12.84,2
2805,CA-2016-159380,2016-05-12,2016-05-16,OFF-PA-10004239,CS-12505,94122,4,25.68,6
2806,CA-2016-122623,2016-09-07,2016-09-11,FUR-CH-10000553,CC-12145,79907,4,47.516,2
2807,CA-2016-148635,2016-07-25,2016-07-27,OFF-FA-10004395,MH-18025,98115,3,9.42,1
2808,CA-2016-148635,2016-07-25,2016-07-27,OFF-PA-10004782,MH-18025,98115,3,12.96,1
2809,CA-2016-148635,2016-07-25,2016-07-27,FUR-BO-10002213,MH-18025,98115,3,704.9,2
2810,CA-2016-148635,2016-07-25,2016-07-27,FUR-CH-10001854,MH-18025,98115,3,561.568,2
2811,CA-2016-135685,2016-11-16,2016-11-18,OFF-PA-10000157,MP-18175,53209,3,179.82,9
2812,CA-2016-135685,2016-11-16,2016-11-18,FUR-FU-10001185,MP-18175,53209,3,185.58,7
2813,CA-2016-135685,2016-11-16,2016-11-18,FUR-TA-10001520,MP-18175,53209,3,214.11,3
2814,CA-2016-135685,2016-11-16,2016-11-18,TEC-AC-10004145,MP-18175,53209,3,999.96,2
2815,CA-2016-135685,2016-11-16,2016-11-18,FUR-TA-10000688,MP-18175,53209,3,653.55,6
2816,CA-2016-104626,2016-09-01,2016-09-08,OFF-BI-10001510,DR-12940,02038,4,114.6,7
2817,CA-2016-104626,2016-09-01,2016-09-08,FUR-CH-10003817,DR-12940,02038,4,60.74,1
2818,CA-2016-104626,2016-09-01,2016-09-08,FUR-FU-10000308,DR-12940,02038,4,124.36,1
2819,CA-2016-104626,2016-09-01,2016-09-08,OFF-ST-10003208,DR-12940,02038,4,1088.76,3
2820,CA-2017-160500,2017-05-05,2017-05-08,OFF-BI-10003784,DM-13015,92024,1,6.72,5
2821,CA-2017-160500,2017-05-05,2017-05-08,FUR-TA-10003748,DM-13015,92024,1,298.776,3
2822,CA-2017-100202,2017-12-31,2018-01-05,TEC-PH-10002563,BD-11620,92804,4,302.376,2
2823,CA-2018-131016,2018-09-18,2018-09-20,OFF-AR-10000122,DC-12850,76017,1,8.928,2
2824,CA-2018-131016,2018-09-18,2018-09-20,OFF-ST-10000352,DC-12850,76017,1,47.584,2
2825,US-2015-112914,2015-09-25,2015-09-30,OFF-PA-10003270,MT-18070,77041,4,33.792,4
2826,US-2015-112914,2015-09-25,2015-09-30,FUR-BO-10003272,MT-18070,77041,4,300.5328,2
2827,US-2015-112914,2015-09-25,2015-09-30,OFF-BI-10002982,MT-18070,77041,4,2.724,2
2828,US-2015-112914,2015-09-25,2015-09-30,OFF-EN-10001509,MT-18070,77041,4,3.264,2
2829,CA-2017-124149,2017-04-23,2017-04-26,OFF-PA-10002421,MJ-17740,43130,1,108.336,3
2830,CA-2017-124149,2017-04-23,2017-04-26,OFF-ST-10000760,MJ-17740,43130,1,55.92,4
2831,CA-2017-124149,2017-04-23,2017-04-26,OFF-PA-10002923,MJ-17740,43130,1,78.304,2
2832,CA-2015-148915,2015-11-01,2015-11-05,OFF-ST-10001128,ND-18370,97206,4,443.92,3
2833,CA-2015-148915,2015-11-01,2015-11-05,TEC-PH-10000673,ND-18370,97206,4,155.976,2
2834,CA-2018-134649,2018-01-26,2018-01-31,OFF-AR-10001547,CA-11965,35244,3,15.47,7
2835,CA-2018-134649,2018-01-26,2018-01-31,OFF-BI-10001890,CA-11965,35244,3,7.16,3
2836,CA-2018-110842,2018-11-11,2018-11-16,OFF-AP-10003971,GA-14725,90036,4,10.89,3
2837,CA-2018-110842,2018-11-11,2018-11-16,OFF-PA-10000520,GA-14725,90036,4,19.44,2
2838,CA-2018-110842,2018-11-11,2018-11-16,OFF-BI-10000977,GA-14725,90036,4,121.6,20
2839,CA-2017-147368,2017-06-09,2017-06-12,TEC-MA-10002178,TC-21295,32303,1,695.7,1
2840,US-2016-104185,2016-09-03,2016-09-08,OFF-ST-10001526,JB-15400,10009,3,120.33,1
2841,US-2015-125521,2015-03-14,2015-03-19,FUR-CH-10003379,CK-12325,23320,4,1139.92,3
2842,US-2018-135062,2018-08-31,2018-09-04,OFF-PA-10000100,RL-19615,28314,3,229.544,6
2843,CA-2018-135650,2018-03-23,2018-03-27,OFF-ST-10001809,AC-10660,77340,4,143.728,1
2844,CA-2018-112865,2018-05-18,2018-05-22,TEC-AC-10000387,BH-11710,19140,4,36.048,3
2845,US-2017-162852,2017-12-27,2017-12-31,FUR-CH-10004853,BG-11695,60098,4,845.488,7
2846,CA-2018-138163,2018-11-17,2018-11-20,OFF-AR-10001958,XP-21865,02149,1,50.94,4
2847,CA-2018-152093,2018-09-10,2018-09-15,OFF-BI-10003527,SN-20560,60653,4,762.594,1
